platform,komentar,timestamp,sentimen,komentar_clean,negasi,label
YouTube,"Arah kritikan gak jelas, masi diundang aja ni org.. Pusing dengar omongannya... 😂😂 beda dngan yg disampaikan pak Hamdan.. keren cara berfikirnya..",1 tahun yang lalu,negatif,NEGASI arah kritik gak jelas mas undang aja org pusing dengar omong beda dngan sampai pak hamdan keren cara berfikirnya,-1,2
YouTube,"Karna sudah Berbulan2 di latih mental sama Coach STY wel towel, Komentar tp gak punya otak akhirnya di balik noh sama yg lebih paham bola wkwkwjjw",1 tahun yang lalu,netral,NEGASI karna sudah bulan latih mental sama coach sty wel towel komentar gak punya otak akhir balik noh sama lebih paham bola wkwkwjjw,-1,1
YouTube,"Sbnarnya arah towel ini kmana sih.. 
Apakah demi kemajuan sepak bola? Saya rasa tidak, melainkan demi kemajuan karirnya.. Cari2 sensasi.. Sok ngelawan aruss... Makin kesini makin tersesat sama pernyataan2nya sendiri.. 😂😂",1 tahun yang lalu,netral,sbnarnya arah towel ini kmana sih apakah demi maju sepak bola saya rasa tidak lain demi maju karirnya cari sensasi sok ngelawan aruss makin kesini makin sesat sama nyata sendiri,1,1
YouTube,Simon di kasih naturalisasi bisa apa,1 tahun yang lalu,netral,simon kasih naturalisasi bisa apa,1,1
YouTube,"Mangkin g penting nih pembahasan Metro
    Ngapain lah undang"" towel kita butuh pemersatuan",1 tahun yang lalu,netral,mangkin penting nih bahas metro ngapain lah undang towel kita butuh satu,1,1
YouTube,Gak ada yg anti STY kecuali towel,1 tahun yang lalu,netral,NEGASI gak ada anti sty kecuali towel,-1,1
YouTube,"Buat towel dan rekan rekan nya siapapun itu. Ngomong mah gampang apaapun itu yg lo ucap di mulut lo. Lo ngmng STY ga inilah itulah. Kebanyakan cabut pemain tapi kurang inilah itulah. Lu gampang ngmg. Lu pengamat bola, lo mau kritik Yauda kritik smp sewajar nya aja. Terlalu jauh ngmng lu. Seakan akan lu pakar juga dalam ngelatih. Ngomong dan kritik mah gampang di dunia ini. Coba lo terjun langsung. Belum tentu. Jangan buta, liat di negara luar banyak timnas maupun club yg isi pemain nya sebenar nya sudah bagus2. Tapi ada aja yg kalah lah. Main jelek lah. Ya namanya main bola. Pelatih nyatuin 11 kepala jadi satu tujuan permainan yg baik. Ya ga selamanya mulus. Ya memang tugas pelatih. Cuman ya semua ada up and down , lalu adanya proses. Skrg towel kalo lu mau nya nih ya STY diganti. Trs gausa banyak naturalisasi. Coba ntr liat sejauh mana. Kalo menjadi lebih bagus ya alhamdulillah. Kalo ngga jg. Ya berarti bacot doang lu sotoy. Kalopun memang lo permasalahin naturalisasi dan STY. Liat sebelum2 prestasi timnas. Sejauh ini kah? Ribet hidup lu. Ganggu momen positif timnas.",1 tahun yang lalu,negatif,NEGASI buat towel dan rekan rekan nya siapa itu ngomong mah gampang apaapun itu ucap mulut ngmng sty ini itu banyak cabut main tapi kurang ini itu gampang ngmg amat bola mau kritik yauda kritik smp wajar nya aja terlalu jauh ngmng akan akan pakar juga dalam ngelatih ngomong dan kritik mah gampang dunia ini coba terjun langsung belum tentu jangan buta liat negara luar banyak timnas maupun club isi main nya benar nya sudah bagus tapi ada aja kalah lah main jelek lah nama main bola latih nyatuin kepala jadi satu tuju main baik lama mulus memang tugas latih cuman semua ada and down lalu ada proses skrg towel kalo mau nya nih sty ganti trs gausa banyak naturalisasi coba ntr liat jauh mana kalo jadi lebih bagus alhamdulillah kalo ngga arti bacot doang sotoy kalo memang permasalahin naturalisasi dan sty liat belum prestasi timnas jauh ini kah ribet hidup ganggu momen positif timnas,-1,2
YouTube,Lu towel cuma pengamat sty pelatih jangan sok tau jijik gua,1 tahun yang lalu,netral,NEGASI towel cuma amat sty latih jangan sok tau jijik gua,-1,1
YouTube,"Kelihatan argumen nya towel cari"" kesalahan sty, gitu yaa si pling logika sepakbola 😂 di sikat hamdan",1 tahun yang lalu,netral,lihat argumen nya towel cari salah sty gitu yaa pling logika sepakbola sikat hamdan,1,1
YouTube,Sampai kiamat gua gak suka sama towel dan kaumnya yg memecah belah bangsa,1 tahun yang lalu,negatif,NEGASI sampai kiamat gua gak suka sama towel dan kaum pecah belah bangsa,-1,2
YouTube,"Ngapain sich ngundang sitowel.... menjijikkan kata2 sitowel,,,tutup mulutnya pake kancut,, 🤮",1 tahun yang lalu,netral,ngapain sich ngundang sitowel jijik kata sitoweltutup mulut pake kancut,1,1
YouTube,"Males nya lihat towel ini...yg di kritik tetap sty ,,hei bung ini timnas",1 tahun yang lalu,netral,males nya lihat towel iniyg kritik tetap sty hei bung ini timnas,1,1
YouTube,Dimana mana  stasiun tv ngomongnya towel begitu aja basi wel towel,1 tahun yang lalu,netral,mana mana stasiun ngomongnya towel begitu aja basi wel towel,1,1
YouTube,Towel kalau di kasih kesempatan ngomkng di tv habis 1 episode dia sendiri yang ngomong,1 tahun yang lalu,netral,towel kalau kasih sempat ngomkng habis episode dia sendiri yang ngomong,1,1
YouTube,Metro tv ikut memecah belah timnas & suporter apabila masih membahas masalah naturalisasi/diaspora.,1 tahun yang lalu,netral,metro ikut pecah belah timnas suporter apabila masih bahas masalah naturalisasidiaspora,1,1
YouTube,Towel cuma banyak bacot,1 tahun yang lalu,netral,towel cuma banyak bacot,1,1
YouTube,"Sy sangat heran sama orang2 kaya towel kok ada oranag2 kaya gitu kok gak seneng indonesia timnasnya maju, sumpah enaknyaa di apain ya orang ky gini, kalo hk ada hukum pengen bgt yua maki2 orang ini gerget bgt liat mukanya",1 tahun yang lalu,netral,NEGASI sangat heran sama orang kaya towel kok ada oranag kaya gitu kok gak neng indonesia timnasnya maju sumpah enaknyaa apain orang gin kalo ada hukum ken bgt yua maki orang ini gerget bgt liat muka,-1,1
YouTube,Sgt najis towel masih di kasih pangung,1 tahun yang lalu,netral,sgt najis towel masih kasih pangung,1,1
YouTube,"Framing nya ganti to wel towel. Gak rame... jangan itu2 aja framingnya... bosan ah. Ternyata kamu bodoh, gak bisa membuat framing baru. Bikin framing saja gak bisa. Bodoh kamu",1 tahun yang lalu,positif,NEGASI framing nya ganti wel towel gak rame jangan itu aja framingnya bosan nyata kamu bodoh gak bisa buat framing baru bikin framing saja gak bisa bodoh kamu,-1,0
YouTube,Towel otak tai,1 tahun yang lalu,netral,towel otak tai,1,1
YouTube,"Yang ada di tayangan ini semuanya orang"" yg harusnya jadi contoh juga panutan, berilah kami generasi muda contoh yg baik dan sehat!!
Kaya ga ad yg lebih baik saja🔥🔥🔥",1 tahun yang lalu,negatif,NEGASI yang ada tayang ini semua orang harus jadi contoh juga panutan ilah kami generasi muda contoh baik dan sehat kaya lebih baik saja,-1,2
YouTube,"Kk sya jdi bertanya tanya ya dlm hti 
Ini si towel pintar apa bodoh siiih
      Kk arah kata nya gk tertata ya.
Sebentar2 berubah  
Sebentr ke kanan 
Sebentar ke kiri 
         😂😂😂",1 tahun yang lalu,negatif,sya jdi tanya tanya dlm hti ini towel pintar apa bodoh siiih arah kata nya tata sebentar ubah sebentr kanan sebentar kiri,1,2
YouTube,Towel .... Towel.... !!!,1 tahun yang lalu,netral,towel towel,1,1
YouTube,Acara ora penting,1 tahun yang lalu,netral,acara ora penting,1,1
YouTube,Bang hamdan pinter tapi percuma jika debat sama beberapa orang bodoh seperti towell,1 tahun yang lalu,negatif,bang hamdan pinter tapi percuma jika debat sama beberapa orang bodoh seperti towell,1,2
YouTube,Towel g#blok,1 tahun yang lalu,netral,towel,1,1
YouTube,"Boleh kalau ada debat gini penonton bisa nelpon, jjur aja gw geram sama statement nya bung towel, dan setiap debat dia gak ada etitude nya Karna suka motong pembicaraan.",1 tahun yang lalu,negatif,NEGASI boleh kalau ada debat gin tonton bisa nelpon jjur aja geram sama statement nya bung towel dan tiap debat dia gak ada etitude nya karna suka motong bicara,-1,2
YouTube,otakmu dimana towel...,1 tahun yang lalu,netral,otak mana towel,1,1
YouTube,"Si ""Handuk"" Towel itu bukan Pengamat Sepak Bola, tapi ""Penghambat Sepak Bola"" dan tukang Gaduh!
Sedangkan Media ini bukan mendidik tapi hanya nyari rating dan Cuan.
Gak ada Towel dan Gerombolannya sepak bola akan Jauh lebih maju.",1 tahun yang lalu,netral,NEGASI handuk towel itu bukan amat sepak bola tapi hambat sepak bola dan tukang gaduh sedang media ini bukan didik tapi hanya nyari rating dan cuan gak ada towel dan gerombol sepak bola akan jauh lebih maju,-1,1
YouTube,Siapa Lagi yang Undang si Towel.. 😅,1 tahun yang lalu,netral,siapa lagi yang undang towel,1,1
YouTube,lihat mukanya TOWELL KEKNYA CUMA PERUSUH AJA... PENGHAMBAT SEPAK BOLA,1 tahun yang lalu,netral,lihat muka towell kek cuma rusuh aja hambat sepak bola,1,1
YouTube,Towel ga ngerti bola mending jadi pelatih biar tau ngerasain gimana rasanya jd pelatih,1 tahun yang lalu,netral,NEGASI towel ngerti bola mending jadi latih biar tau ngerasain gimana rasa latih,-1,1
YouTube,"Bagusan naturalisasi apa taktikal pelatih??
Bung towel coba main game bola,entah fifa,pes atau yg lain ,bung towel pakai taktikal yg sama bahkan taktikal itu paling efektif tp coba pakai team yg rating bawah,medioker atau team rating tinggi,nah disitulah akan menemukan jawaban nya",1 tahun yang lalu,positif,bagus naturalisasi apa taktikal latih bung towel coba main game bolaentah fifapes atau lain bung towel pakai taktikal sama bahkan taktikal itu paling efektif coba pakai team rating bawahmedioker atau team rating tingginah situ akan temu jawab nya,1,0
YouTube,Towel dower kambing 🐐,1 tahun yang lalu,netral,towel dower kambing,1,1
YouTube,Jgn di beri panggu lah ini si towel,1 tahun yang lalu,netral,jgn beri panggu lah ini towel,1,1
YouTube,Towel manusia setan,1 tahun yang lalu,netral,towel manusia setan,1,1
YouTube,Jgn undang towe towel di acara tv dia itu ini manusia bejat . Pebelah bangsa,1 tahun yang lalu,netral,jgn undang towe towel acara dia itu ini manusia bejat belah bangsa,1,1
YouTube,Prestasi itu sama saja rezeki,1 tahun yang lalu,netral,prestasi itu sama saja rezeki,1,1
YouTube,"Pak hamdan, sampean kelas banget pak👊",1 tahun yang lalu,netral,pak hamdan sampean kelas banget pak,1,1
YouTube,"Pak jokowi bubarkan Saja pssi 
Pusing.. Masih saja di debatkann
Msalah itu2 Terus.. 
Timnas sdg mati2an buat sejarah 
Maunya bung towel itu apa 
Mau juara terus 
Lw timnas rezekinya juara pasti juara 
Tpi Ada proses 
Sama lw kita mau jadi kaya
Harus kerja keras Gk instan",1 tahun yang lalu,positif,pak jokowi bubar saja pssi pusing masih saja debatkann msalah itu terus timnas sdg mati buat sejarah mau bung towel itu apa mau juara terus timnas rezeki juara pasti juara tpi ada proses sama kita mau jadi kaya harus kerja keras instan,1,0
YouTube,"Si towel pengen apa ya ,,,kayak nya dia itu sok bisa merubah sepak bola padahal modal bacot doang plus di gaji ,,,komentar nya tidak mengarah ke perubahan tetapi ujar kebencian kepada pemain keturunan,",1 tahun yang lalu,positif,NEGASI towel ken apa kayak nya dia itu sok bisa rubah sepak bola padahal modal bacot doang plus gaji komentar nya tidak arah ubah tetapi ujar benci kepada main turun,-1,0
YouTube,Saya suka penyampaian dr bung hamdan hamedan luar biasa,1 tahun yang lalu,positif,saya suka sampai bung hamdan hamedan luar biasa,1,0
YouTube,nyari makan ajah gini wel towel,1 tahun yang lalu,netral,nyari makan ajah gin wel towel,1,1
YouTube,Sorry bang hamdan..itu yg diajak diskusi g sampe pikirannya😂,1 tahun yang lalu,netral,sorry bang hamdanitu ajak diskusi sampe pikir,1,1
YouTube,Seharusnya orang seperti ini jangan di kasih panggung,1 tahun yang lalu,netral,NEGASI harus orang seperti ini jangan kasih panggung,-1,1
YouTube,Terus musuh kuwait nggak diitung main sama Hantu,1 tahun yang lalu,netral,NEGASI terus musuh kuwait nggak diitung main sama hantu,-1,1
YouTube,"Ora seperti tolwel ini lah yg memecah belah bangsa ,bahkan setiap di undang tv selalu membaanding2kan pemain diaspora,seharusnya gx usah lah ngomong seperti itu,benar2 ini kritikan yg tidak membangun ,dan benar2 kritikan yg gx masuk akal alias kardus bener ini si towel towell towelllll",1 tahun yang lalu,netral,NEGASI ora seperti tolwel ini lah pecah belah bangsa bahkan tiap undang selalu membaandingkan main diasporaseharusnya usah lah ngomong seperti itubenar ini kritik tidak bangun dan benar kritik masuk akal alias kardus bener ini towel towell towelllll,-1,1
YouTube,"Sitowel merasa paling tahu tentang sepak bola, padahal cuma seorang pengamat saja",1 tahun yang lalu,netral,sitowel rasa paling tahu tentang sepak bola padahal cuma orang amat saja,1,1
YouTube,lanjut kan towel kata roki gerung kita kritik biar mereka mikir apa yg harus di perbaiki,1 tahun yang lalu,positif,lanjut kan towel kata roki gerung kita kritik biar mereka mikir apa harus baik,1,0
YouTube,Dialektika Pak Hamdan Hamedan itu mengagumkan,1 tahun yang lalu,netral,dialektika pak hamdan hamedan itu kagum,1,1
YouTube,Gw ga nyambung kalau kubunya bung towel pas bicara. Nasionalisme-nya seperti apa? Kesannya judgement,1 tahun yang lalu (diedit),netral,NEGASI nyambung kalau kubu bung towel pas bicara nasionalisme seperti apa kesan judgement,-1,1
YouTube,"Metrotv kalo ngundang Narasumber itu yg berkualitas , jangan ngejar trend aja. Tolong semua media untuk banned si Towel.",1 tahun yang lalu,netral,NEGASI metrotv kalo ngundang narasumber itu kualitas jangan ngejar trend aja tolong semua media untuk banned towel,-1,1
YouTube,Mantap Pak hamedan,1 tahun yang lalu,positif,mantap pak hamedan,1,0
YouTube,Info DUKUN PALING HEBAT BUAT SANTET TOWEL TELASO...!!,1 tahun yang lalu,positif,info dukun paling hebat buat santet towel telaso,1,0
YouTube,Si towel ma bnr* sebel ke sty kaga nyambung debatnya,1 tahun yang lalu,netral,towel bnr sebel sty kaga nyambung debat,1,1
YouTube,😂😂😂 PEMBAHASANNYA KE STY WEL TOWEL BENER KATA COACH JUSTIN .... PENGAMATANMU WES GAK MASUK AKAL ...,1 tahun yang lalu,netral,NEGASI bahas sty wel towel bener kata coach justin amat wes gak masuk akal,-1,1
YouTube,"Natulusasi blh yg penting hrs lebih matang skilll,fisik dan staminanys dari pemain loksl yg bagus ditimnas,,jika beda tipis lbh bagus ambil yg lokal aj sy setuju, tp masalah yg lokal yg bagus cuma gk sampai 10 org, itupun kadang umpsn pendeknya msh sering salah ke temannya",1 tahun yang lalu,positif,natulusasi blh penting hrs lebih matang skilllfisik dan staminanys dari main loksl bagus ditimnasjika beda tipis lbh bagus ambil lokal tuju masalah lokal bagus cuma sampai org itu kadang umpsn pendek msh sering salah teman,1,0
YouTube,Sebagai orang awam saya menilai naturalisasi adalah langkah yang tepat untuk timnas. Karena kita semua (supporter) yg suka/tidak suka sepakbola menuntut permainan kita  seperti kita nonton tim2 eropa bermain. Dan pak erick tohir yg berpengalaman disepakbola telah menerapkan itu saat ini.. tidak akan ada rasa aman bagi pemain yg tidak perform/menurun. Karena akan ada penggantinya. Dan pemain yg ingin mengambil posisi pemain inti harus bisa diatas mereka. / Setara kualitasnya Baik itu fisik. Skill. Dan sekarang kita tahu persaingan pemain kita seperti persaingan pemain eropa.. dan persaingan untuk menjadi pemain timnas untuk saat ini saya lihat semakin ketat. Apalagi sekarang tinggi badan pemain juga jadi pertimbangan.,1 tahun yang lalu,negatif,NEGASI bagai orang awam saya nilai naturalisasi adalah langkah yang tepat untuk timnas karena kita semua supporter sukatidak suka sepakbola tuntut main kita seperti kita nonton tim eropa main dan pak erick tohir alam disepakbola telah terap itu saat ini tidak akan ada rasa aman bagi main tidak performmenurun karena akan ada ganti dan main ingin ambil posisi main inti harus bisa atas mereka tara kualitas baik itu fisik skill dan sekarang kita tahu saing main kita seperti saing main eropa dan saing untuk jadi main timnas untuk saat ini saya lihat makin ketat apalagi sekarang tinggi badan main juga jadi timbang,-1,2
YouTube,"Pemain yg bagus 70% bisa lbh pengaruh sukses sedang pelatih hanya 30% pengaruh nya, bahkan bisa kurang dari itu,,, yg paling penting kemisterian ato kekompakan antar pemain itu point utamanya",1 tahun yang lalu,negatif,NEGASI main bagus bisa lbh pengaruh sukses sedang latih hanya pengaruh nya bahkan bisa kurang dari itu paling penting misteri ato kompak antar main itu point utama,-1,2
YouTube,Towel ngeyel luh,1 tahun yang lalu,netral,towel ngeyel luh,1,1
YouTube,Besok bung towel jadi pengganti sintayong,1 tahun yang lalu,netral,besok bung towel jadi ganti sintayong,1,1
YouTube,Metro pon kasih panggung sma towel hadehhhhh,1 tahun yang lalu,netral,metro pon kasih panggung sma towel hadehhhhh,1,1
YouTube,"dibilang jangan dikasih panggung, doyan amat kontroversi metro tv",1 tahun yang lalu,netral,NEGASI bilang jangan kasih panggung doyan amat kontroversi metro,-1,1
YouTube,Orang-orang yang seperti si Towel lah yang menghambat kemajuan persepakbolaan di negeri ini .......,1 tahun yang lalu,netral,orangorang yang seperti towel lah yang hambat maju persepakbolaan negeri ini,1,1
YouTube,Intinya si toel benci bgt sama STY,1 tahun yang lalu,negatif,inti toel benci bgt sama sty,1,2
YouTube,"Kata bung towel"" Kalo menag karna shintaeyong tapi kalo kalah nyalahin hubner,marcelino....gimana nih pndapatnya😂",1 tahun yang lalu (diedit),negatif,kata bung towel kalo menag karna shintaeyong tapi kalo kalah nyalahin hubnermarcelinogimana nih pndapatnya,1,2
YouTube,"Urat malu towel udah putus,, Otak nya juga udah putus",1 tahun yang lalu,netral,urat malu towel udah putus otak nya juga udah putus,1,1
YouTube,Ngeri ini orang sumpahhh,1 tahun yang lalu,netral,ngeri ini orang sumpahhh,1,1
YouTube,Towel lagi males,1 tahun yang lalu,netral,towel lagi males,1,1
YouTube,Bacot lu towel. Nurutin omongan elu dari dulu indonesia kaga ada kemajuan. Yang ada timnas malah bapuk. Ini FAKTA.,1 tahun yang lalu,netral,bacot towel nurutin omong elu dari dulu indonesia kaga ada maju yang ada timnas malah bapuk ini fakta,1,1
YouTube,kok towel gak pernah kritik club lokal yg gagal di pentas asia ya ???,1 tahun yang lalu,positif,NEGASI kok towel gak pernah kritik club lokal gagal pentas asia,-1,0
YouTube,"Baju coklat diem aja ngapa, bojin",1 tahun yang lalu,netral,baju coklat diem aja ngapa bojin,1,1
YouTube,"sumpah pak hamedan jawabanya cerdas harusnya bisa bungakam tu orang, ampe pengen bating hp lihat tingkah towel, undang pak eric sekalian metro tempurin sama towel....bikin gemes",1 tahun yang lalu (diedit),netral,sumpah pak hamedan jawabanya cerdas harus bisa bungakam orang ampe ken bating lihat tingkah towel undang pak eric sekali metro tempurin sama towelbikin gemes,1,1
YouTube,"Bodoh, kuk bandingin indonesia sma maroko.",1 tahun yang lalu,negatif,bodoh kuk bandingin indonesia sma maroko,1,2
YouTube,Jadikan towel warga guinea aja,1 tahun yang lalu,netral,jadi towel warga guinea aja,1,1
YouTube,Towel si ngeyel,1 tahun yang lalu,netral,towel ngeyel,1,1
YouTube,"Wel.. Wel.. Mbulet ae.. Ngomong aja STY blm kasih trophy jadi anda anggap jelek kan? 

Itulah kalo apa2 selalu trophy2 dan trophy tanpa mau berproses.. Wes karep mu lah wel.. Hehe..",1 tahun yang lalu,negatif,wel wel mbulet ngomong aja sty blm kasih trophy jadi anda anggap jelek kan itu kalo apa selalu trophy dan trophy tanpa mau proses wes karep lah wel hehe,1,2
YouTube,Saya heran sama si T0w3L ini..kenapa kok benci banget sama timnas dan Sty? Heraan sama orang ini,1 tahun yang lalu,negatif,saya heran sama twl inikenapa kok benci banget sama timnas dan sty heraan sama orang ini,1,2
YouTube,Handuk ini sepertinya murni tidak suka sty,1 tahun yang lalu,negatif,NEGASI handuk ini seperti murni tidak suka sty,-1,2
YouTube,"Berita perdebatan maslaah naturilasi dan kritikan yg over dari towel
Bisa membahayakn mental pemain,kalau scra tdk sengaja mereka tau lewat medsos
kalau terus terusan di up",1 tahun yang lalu,netral,berita debat maslaah naturilasi dan kritik over dari towel bisa membahayakn mental pemainkalau scra tdk sengaja mereka tau lewat medsos kalau terus terus,1,1
YouTube,Kok masih ada aja tv yang ngasih panggung towel . Boikot towel,1 tahun yang lalu,netral,kok masih ada aja yang ngasih panggung towel boikot towel,1,1
YouTube,"Ini yang gendut siapa sih songong banget, ngatur berat badan sendiri aja nggak bisa sok sokan mau atur Sepak bola",1 tahun yang lalu,positif,NEGASI ini yang gendut siapa sih songong banget ngatur berat badan sendiri aja nggak bisa sok sok mau atur sepak bola,-1,0
YouTube,Lu YANG MEMECAH BELAH TOWEL. GA JELAS LUUUUU,1 tahun yang lalu,netral,NEGASI yang pecah belah towel jelas luuuuu,-1,1
YouTube,Towel t4ii,1 tahun yang lalu,netral,towel tii,1,1
YouTube,"5 orang bahas bola yg fokus ke bolanya cuman 1, yg lain fokus ke personal 😂",1 tahun yang lalu,netral,orang bahas bola fokus bola cuman lain fokus personal,1,1
YouTube,Mau apa pun alasannya Towel itu ngak suka klo STY latih Timnas dgn membuat ujaran kebencian. Harunya ini bisa dibawa ke ranah hukum karena bisa memecah belah pecinta sepakbola di Indonesia. Karena towel adalah seorang mafia,1 tahun yang lalu,netral,mau apa pun alas towel itu ngak suka klo sty latih timnas dgn buat ujar benci haru ini bisa bawa ranah hukum karena bisa pecah belah cinta sepakbola indonesia karena towel adalah orang mafia,1,1
YouTube,bung towel suruh ngelatih aja pa biar ngerasain gimana rasanya ngelatih timnas wkwk,1 tahun yang lalu,netral,bung towel suruh ngelatih aja biar ngerasain gimana rasa ngelatih timnas wkwk,1,1
YouTube,😂😂😂 towel cuang nih diundang mulu,1 tahun yang lalu,netral,towel cuang nih undang mulu,1,1
YouTube,Bner tuuh dengerin towel jngn bnyak bcot gk nyambung klau anda komentar lebih pintar pengrus pssi,1 tahun yang lalu,netral,bner tuuh dengerin towel jngn bnyak bcot nyambung klau anda komentar lebih pintar pengrus pssi,1,1
YouTube,diskusi yg tidak berfaedah,1 tahun yang lalu,netral,NEGASI diskusi tidak faedah,-1,1
YouTube,Kenapa orang macam towel diundang? Ndak ada gunanya untuk kemajuan timnas bola indonesia,1 tahun yang lalu,netral,kenapa orang macam towel undang ndak ada guna untuk maju timnas bola indonesia,1,1
YouTube,makin ngoceh makin banyak yang ngundang Towel,1 tahun yang lalu,netral,makin ngoceh makin banyak yang ngundang towel,1,1
YouTube,Forza Inter💙🖤,1 tahun yang lalu,netral,forza inter,1,1
YouTube,Suara netizen pun dibawa2 sama towel,1 tahun yang lalu,netral,suara netizen pun bawa sama towel,1,1
YouTube,Hai metro tv ngapain sih selalu panggil towel mau adu domba dg netisen ya......orang mabuk lokal pride kok slalu suruh komen gakda pengamat yg waras ya dimintai komen......metro jangan slalu adu domba aja acaranya sp muak dengarnya,1 tahun yang lalu,netral,NEGASI hai metro ngapain sih selalu panggil towel mau adu domba netisen yaorang mabuk lokal pride kok slalu suruh komen gakda amat waras minta komenmetro jangan slalu adu domba aja acara muak dengar,-1,1
YouTube,Towel kamu siapa  😂,1 tahun yang lalu,netral,towel kamu siapa,1,1
YouTube,"1. ngapain sih ngasih panggung towel,
2. G ush dengerin towel, kritiknya juga g berbobot dan kadang menjurus ke arah kebencian
3. Hati"" rame katanya mafia mafia ini g bisa ganggu timnas jadi kesel,
Silahkan untuk yg mau menambahkan",1 tahun yang lalu,negatif,ngapain sih ngasih panggung towel ush dengerin towel kritik juga bobot dan kadang jurus arah benci hati rame kata mafia mafia ini bisa ganggu timnas jadi kesel silah untuk mau tambah,1,2
YouTube,Kasih panggung terus si tompel 😂😂😂...cuan2,1 tahun yang lalu,netral,kasih panggung terus tompel cuan,1,1
YouTube,Wa we wow wa we wow ini si toel ini ampun wk,1 tahun yang lalu,positif,wow wow ini toel ini ampun,1,0
YouTube,Suruh towel latih aja timnas biar GK berisik ngaco semua ngomongnya GK kepengen Indonesia naik kelas pngnnya lokal yg main di liga dagelan,1 tahun yang lalu,netral,suruh towel latih aja timnas biar berisik ngaco semua ngomongnya ken indonesia naik kelas pngnnya lokal main liga dagel,1,1
YouTube,Minta towel yg melatih & pilih pemain deh.....itu akan membuktikan apakah towel sebagus omingannya 😂,1 tahun yang lalu,positif,minta towel latih pilih main dehitu akan bukti apakah towel bagus omingannya,1,0
YouTube,"Wes kakean omong buang energi ...dapatnya apa?
bicara skrg timnas kita maen dah keren .. pencapaian terbaik tinggal tunggu waktu...
Klo punya kemampuan bs mengubah timnas pake donk buat bantu upgrade timnas...  
Towel suruh ngurus cari anak2 terbaik Indonesia dr Sabang sampai Merauke ....mumet ora koe ngob",1 tahun yang lalu,positif,wes kakean omong buang energi dapat apa bicara skrg timnas kita maen dah keren capai baik tinggal tunggu waktu klo punya mampu ubah timnas pake donk buat bantu upgrade timnas towel suruh ngurus cari anak baik indonesia sabang sampai merauke mumet ora koe ngob,1,0
YouTube,Bahas bola kp seperti bahas politik indonesia sulit berkembang sampai kapan pun jika semua di jadikan,1 tahun yang lalu,netral,bahas bola seperti bahas politik indonesia sulit kembang sampai kapan pun jika semua jadi,1,1
YouTube,Dislike,1 tahun yang lalu,netral,dislike,1,1
YouTube,Ini towel anda orang pintar saya akui tapi sangking pintar anda cara anda cari uang salah dengan menjelek jelekan menghina yg atas azaz anda ngomong secara tekhnik secara sepakbola.tujuan anda ini mengkritik itu menjatuhkan meliat cuma satu game salah saran saya anda tobat lah ga halal anda cari uang dengan cara begitu.anda itu sapa?????????? Boleh anda mau ngomong aapa aja tolong jngan depan publik anda itu pengacau sepak bola memecah sepak bola koment ada ini kaya dajjal sepakbola.,1 tahun yang lalu,positif,NEGASI ini towel anda orang pintar saya aku tapi sangking pintar anda cara anda cari uang salah dengan jelek jelek hina atas azaz anda ngomong cara tekhnik cara sepakbolatujuan anda ini kritik itu jatuh liat cuma satu game salah saran saya anda tobat lah halal anda cari uang dengan cara begituanda itu sapa boleh anda mau ngomong aapa aja tolong jngan depan publik anda itu acau sepak bola pecah sepak bola koment ada ini kaya dajjal sepakbola,-1,0
YouTube,"Pngen timnas hebat saja oleh coach STY Generasi Emas 

Bnyk nyinyir
Biadab
Bnyk mafia bermunculan dri towel dan pengamat2 politiknkardus",1 tahun yang lalu,positif,pngen timnas hebat saja oleh coach sty generasi emas bnyk nyinyir biadab bnyk mafia muncul dri towel dan amat politiknkardus,1,0
YouTube,"Jangan d denger s towel orang yg gak ngerti proses....maju terus PSSI ..
Lalu klo bisa PSSI memberikan kurikulum terbaru se-Indonesia level eropa kepada SSB SE indonesia",1 tahun yang lalu,netral,NEGASI jangan denger towel orang gak ngerti prosesmaju terus pssi lalu klo bisa pssi beri kurikulum baru indonesia level eropa kepada ssb indonesia,-1,1
YouTube,Towel analisanya emang top sih,1 tahun yang lalu,positif,towel analisanya emang top sih,1,0
YouTube,Bung towel pengamat sepak bola netizen . Kan yang ngomong gitu netizen bukan real pengamat bola,1 tahun yang lalu,netral,NEGASI bung towel amat sepak bola netizen kan yang ngomong gitu netizen bukan real amat bola,-1,1
YouTube,Towel lg mabok,1 tahun yang lalu,netral,towel mabok,1,1
YouTube,Semoga aff ful lokal dan gak lolos ke round berikutnya biar toel puas,1 tahun yang lalu,negatif,NEGASI moga aff ful lokal dan gak lolos round ikut biar toel puas,-1,2
YouTube,Towel orang gak ngerti bola. Jualan rujak aja,1 tahun yang lalu,netral,NEGASI towel orang gak ngerti bola jual rujak aja,-1,1
YouTube,"Tolong sampaikan ke towel kita adu tinju aja di ring,  percuma debat sama orang gila mah ngga bakalan nyambung, dan tolong buat media jngan ngurusin bola lagi soalnya media seakan2 mengadu domba doank...",1 tahun yang lalu,netral,tolong sampai towel kita adu tinju aja ring percuma debat sama orang gila mah ngga bakal nyambung dan tolong buat media jngan ngurusin bola lagi soal media akan adu domba doank,1,1
